Province,ECD_Name,Clasification,Service Type,newOrRenewal,Registration Type,Partial Care Registration (PCR) Status,PCR Level,PCR Certificate Number,PCR issueDate,PCR expiryDate,Prog Registration Status,Prog Registration Level,Prog Registration issueDate,Prog Registration expiryDate,Prog Certificate Number,Land Owner,Building Owner,District Name,Fee Level,No. Children Enrolled,Equitable Share Subsidy,Children Subsidised Equitable Share,Conditional Grant Subsidy,Children Subsided Conditional Grant
Southern Cape,ECD 861,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 2,2,7,No,,No,
Southern Cape,ECD 862,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Lapsed registration,SILVER,DC29/06,2019/11/07,2021/11/30,Lapsed registration,SILVER,2019/11/07,2021/11/30,,School,School,Disitrct 4,1,14,No,,No,
Southern Cape,ECD 863,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Fully registered,GOLD,DC18/97,2019/12/19,2024/12/31,Fully registered,GOLD,2019/12/19,2024/12/31,,Municipality,Municipality,Disitrct 4,1,76,Yes,64,Yes,64
Southern Cape,ECD 864,,,,,Not registered,,,,,Not registered,,,,,,,Disitrct 5,1,,No,,No,
Southern Cape,ECD 865,Centre based,ECD centre,,,In process,,,,,,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 2,3,27,No,,No,
Southern Cape,ECD 866,Centre based,ECD centre,,,Conditionally registered,,,,,,,,,,,,Disitrct 5,,,No,,No,
Southern Cape,ECD 867,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 1,1,19,No,,No,
Southern Cape,ECD 868,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Other,Other,Disitrct 2,1,15,No,,No,
Southern Cape,ECD 869,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,SILVER,DC66/06,2020/10/29,2023/10/03,Conditionally registered,SILVER,2020/10/29,2023/10/03,,Another private individual,Another private individual,Disitrct 1,1,20,No,,Yes,20
Southern Cape,ECD 870,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Private business,Private business,Disitrct 5,4,45,No,,No,
Southern Cape,ECD 871,Centre based,ECD centre,,,Lapsed registration,,,,,Fully registered,,,,,The ECD Programme,The ECD Programme,Disitrct 3,1,55,No,,No,
Southern Cape,ECD 872,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Municipality,Municipality,Disitrct 2,1,45,No,,No,
Southern Cape,ECD 873,Centre based,ECD centre,,,,,,,,,,,,,,,Disitrct 3,1,,No,,No,
Southern Cape,ECD 874,Centre based,ECD centre,,,In process,,,,,In process,,,,,Private business,Private business,Disitrct 2,4,73,No,,No,
Southern Cape,ECD 875,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Private business,Private business,Disitrct 5,1,13,No,,No,
Southern Cape,ECD 876,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,School,School,Disitrct 3,1,71,No,,No,
Southern Cape,ECD 877,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Fully registered,GOLD,DC27/06,2021/05/07,2026/05/30,Fully registered,GOLD,2021/05/07,2026/05/30,,Municipality,Municipality,Disitrct 4,1,34,No,,Yes,39
Southern Cape,ECD 878,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,School,School,Disitrct 4,3,14,No,,No,
Southern Cape,ECD 879,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Fully registered,GOLD,DC09/11,2020/11/09,2025/11/30,Fully registered,GOLD,2020/11/09,2025/11/30,,Municipality,Municipality,Disitrct 5,1,40,Yes,40,Yes,40
Southern Cape,ECD 880,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 5,4,20,No,,No,
Southern Cape,ECD 881,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 4,4,12,No,,No,
Southern Cape,ECD 882,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,BRONZE,DC35/97,2022/02/28,2025/02/28,Conditionally registered,BRONZE,2022/02/28,2025/02/28,,Municipality,Municipality,Disitrct 1,1,135,Yes,123,No,
Southern Cape,ECD 883,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,School,School,Disitrct 5,2,30,No,,No,
Southern Cape,ECD 884,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,School,School,Disitrct 5,1,,No,,No,
Southern Cape,ECD 885,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 1,1,11,No,,No,
Southern Cape,ECD 886,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Municipality,Municipality,Disitrct 2,1,25,No,,No,
Southern Cape,ECD 887,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,SILVER,DC17/08,2021/05/17,2024/05/31,Conditionally registered,SILVER,2021/05/17,2024/05/31,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 5,1,16,Yes,20,Yes,20
Southern Cape,ECD 888,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Municipality,Municipality,Disitrct 3,2,86,No,,No,
Southern Cape,ECD 889,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,BRONZE,DC09/19,2019/03/25,2024/07/31,Conditionally registered,BRONZE,2019/03/25,2024/07/31,,Another private individual,Another private individual,Disitrct 1,1,61,Yes,68,Yes,68
Southern Cape,ECD 890,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,SILVER,DC 17/01,2021/05/17,2024/05/31,Conditionally registered,SILVER,2021/05/17,2024/05/31,,School,School,Disitrct 5,1,40,Yes,40,Yes,40
Southern Cape,ECD 891,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,BRONZE,DC32/97,2019/03/25,2024/07/31,Conditionally registered,BRONZE,2019/03/25,2024/07/31,,Municipality,Municipality,Disitrct 1,1,55,No,,Yes,55
Southern Cape,ECD 892,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Municipality,Municipality,Disitrct 1,1,55,No,,No,
Southern Cape,ECD 893,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,Municipality,Municipality,Disitrct 2,2,34,No,,No,
Southern Cape,ECD 894,Centre based,ECD centre,,,In process,,,,,In process,,,,,Not-for profit organisation,Not-for profit organisation,Disitrct 2,4,77,No,,No,
Southern Cape,ECD 895,Centre based,ECD centre,,,Fully registered,,,,,Fully registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 3,4,19,No,,No,
Southern Cape,ECD 896,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Another private individual,Another private individual,Disitrct 4,4,29,No,,No,
Southern Cape,ECD 897,Centre based,ECD centre,,,In process,,,,,In process,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 2,4,13,No,,No,
Southern Cape,ECD 898,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 4,3,20,No,,No,
Southern Cape,ECD 899,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Lapsed registration,,DC/147/07,,,Lapsed registration,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 5,1,42,No,,No,
Southern Cape,ECD 900,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Fully registered,GOLD,DC21/02,2019/11/11,2024/11/30,Fully registered,GOLD,2019/11/11,2024/11/30,,Community Centre,Community Centre,Disitrct 4,1,162,No,,Yes,204
Southern Cape,ECD 901,Centre based,Playgroup,,,,,,,,,,,,,"Religious institution (e.g. church, mosque","Religious institution (e.g. church, mosque",Disitrct 4,,,No,,No,
Southern Cape,ECD 902,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Other government institution (not municipality),Other government institution (not municipality),Disitrct 5,3,66,No,,No,
Southern Cape,ECD 903,Centre based,ECD centre,,,In process,,,,,In process,,,,,Municipality,Municipality,Disitrct 2,2,9,No,,No,
Southern Cape,ECD 904,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Other,Other,Disitrct 2,3,5,No,,No,
Southern Cape,ECD 905,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Other government institution (not municipality),Other government institution (not municipality),Disitrct 5,4,49,No,,No,
Southern Cape,ECD 906,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 5,3,25,No,,No,
Southern Cape,ECD 907,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,SILVER,DC20/97,2022/05/28,2024/03/21,Conditionally registered,SILVER,2022/05/28,2024/03/21,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 5,2,58,Yes,58,Yes,58
Southern Cape,ECD 908,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Private business,Private business,Disitrct 5,5,40,No,,No,
Southern Cape,ECD 909,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 3,3,5,No,,No,
Southern Cape,ECD 910,Centre based,ECD centre,,,In process,,,,,In process,,,,,Municipality,Municipality,Disitrct 3,2,120,No,,No,
Southern Cape,ECD 911,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Another private individual,Another private individual,Disitrct 2,2,10,No,,No,
Southern Cape,ECD 912,Centre based,ECD centre,,,Not registered,,,,,Fully registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 2,2,40,No,,No,
Southern Cape,ECD 913,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,SILVER,DC 34/97,2020/10/29,2027/09/30,Conditionally registered,SILVER,2020/10/29,2027/09/30,,Other,Other,Disitrct 1,1,66,Yes,44,Yes,44
Southern Cape,ECD 914,,,,,Not registered,,,,,Not registered,,,,,,,Disitrct 5,1,,No,,No,
Southern Cape,ECD 915,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),The person in charge of the programme (e.g. principal  matron  child-minder  playgroup leader),Disitrct 1,2,28,No,,No,
Southern Cape,ECD 916,,,,,,,,,,,,,,,,,,,,No,,No,
Southern Cape,ECD 917,,,,,,,,,,,,,,,,,,,,No,,No,
Southern Cape,ECD 918,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Not registered,,,,,Not registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 1,1,24,No,,No,
Southern Cape,ECD 919,Centre based,ECD centre,Renewal,ECD Programme in Partial Care Facility,Conditionally registered,SILVER,DC10/19,2022/02/28,2025/02/28,Conditionally registered,SILVER,2022/02/28,2025/02/28,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 1,1,26,Yes,30,Yes,30
Southern Cape,ECD 920,Centre based,ECD centre,New,ECD Programme in Partial Care Facility,Not registered,,,,,Not registered,,,,,Municipality,Municipality,Disitrct 1,2,60,No,,No,
Southern Cape,ECD 921,,,Renewal,ECD Programme in Partial Care Facility,Fully registered,GOLD,DC29/97 ,2021/05/07,2024/05/31,Fully registered,GOLD,2021/05/07,2024/05/31,,,,Disitrct 1,1,,Yes,78,No,80
Southern Cape,ECD 922,Centre based,ECD centre,,,Not registered,,,,,Not registered,,,,,Religious institution (e.g. church  mosque),Religious institution (e.g. church  mosque),Disitrct 4,1,31,No,,No,
